Entry	Entry name	Status	Protein names	Gene names	Cross-reference (KEGG)	Organism	Length	Pathway	Gene names  (ordered locus )	Gene names  (primary )	Gene names  (synonym )	Annotation	Caution	Features	Gene ontology IDs	Gene ontology (biological process)	Gene ontology (cellular component)	Gene ontology (molecular function)	Signal peptide	Transit peptide	Cross-reference (Bgee)	Cross-reference (CollecTF)	Cross-reference (BioCyc)	Cross-reference (RefSeq)
Q7V0S5	Q7V0S5_PROMP	unreviewed	Putative SMR family transporter, possible pecM homologue	PMM1179	pmm:PMM1179;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	313		PMM1179			1 out of 5		Domain (2); Transmembrane (7)	GO:0016021		integral component of membrane [GO:0016021]							WP_011132813.1;
Q7V1A7	Q7V1A7_PROMP	unreviewed	Putative membrane protein of urea ABC transport system	urtC PMM0972	pmm:PMM0972;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	378		PMM0972	urtC		1 out of 5		Transmembrane (9)	GO:0005886; GO:0015658; GO:0016021		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	branched-chain amino acid transmembrane transporter activity [GO:0015658]						WP_011132605.1;
B9ER32	B9ER32_PROMP	unreviewed	Uncharacterized protein	PMM2052	pmm:PMM2052;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	47		PMM2052			1 out of 5												
Q7V0S3	Q7V0S3_PROMP	unreviewed	Chorismate mutase AroH (EC 5.4.99.5)	tyrA PMM1181	pmm:PMM1181;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	127	PATHWAY: Metabolic intermediate biosynthesis; prephenate biosynthesis; prephenate from chorismate: step 1/1. {ECO:0000256|PIRNR:PIRNR005965}.	PMM1181	tyrA		2 out of 5		Binding site (4)	GO:0004106; GO:0005737; GO:0008652; GO:0009073; GO:0046417	aromatic amino acid family biosynthetic process [GO:0009073]; cellular amino acid biosynthetic process [GO:0008652]; chorismate metabolic process [GO:0046417]	cytoplasm [GO:0005737]	chorismate mutase activity [GO:0004106]						WP_011132815.1;
Q7V1S7	Q7V1S7_PROMP	unreviewed	Putative cobalamin synthesis protein	cobW PMM0778	pmm:PMM0778;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	351		PMM0778	cobW		1 out of 5		Coiled coil (1); Domain (2)										WP_011132412.1;
Q7V3G5	Q7V3G5_PROMP	unreviewed	Putative glutathione S-transferase (EC 2.5.1.18)	PMM0110	pmm:PMM0110;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	241		PMM0110			1 out of 5		Domain (1)	GO:0004364; GO:0006749	glutathione metabolic process [GO:0006749]		glutathione transferase activity [GO:0004364]						WP_011131749.1;
A8WIL2	A8WIL2_PROMP	unreviewed	Uncharacterized protein	PMM1995	pmm:PMM1995;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	44		PMM1995			1 out of 5		Coiled coil (1)										
Q7V031	Q7V031_PROMP	unreviewed	Possible ATP synthase subunit 1	atp1 PMM1457	pmm:PMM1457;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	159		PMM1457	atp1		1 out of 5		Transmembrane (2)	GO:0016021		integral component of membrane [GO:0016021]							WP_011133085.1;
Q7V1Z9	Q7V1Z9_PROMP	unreviewed	Glutamine amidotransferase class-I	PMM0695	pmm:PMM0695;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	242		PMM0695			1 out of 5		Domain (1)	GO:0006541; GO:0016740	glutamine metabolic process [GO:0006541]		transferase activity [GO:0016740]						WP_011132329.1;
A8WIL8	A8WIL8_PROMP	unreviewed	Uncharacterized protein	PMM2001	pmm:PMM2001;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	39		PMM2001			1 out of 5												
Q7V150	Q7V150_PROMP	unreviewed	Uncharacterized protein	PMM1036	pmm:PMM1036;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	90		PMM1036			1 out of 5												
Q7V1Y4	Q7V1Y4_PROMP	unreviewed	Putative chromate transporter, CHR family	PMM0711	pmm:PMM0711;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	408		PMM0711			1 out of 5		Transmembrane (11)	GO:0005886; GO:0015109; GO:0016021		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	chromate transmembrane transporter activity [GO:0015109]						WP_011132345.1;
Q7UZP4	Q7UZP4_PROMP	unreviewed	Uncharacterized protein	PMM1614	pmm:PMM1614;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	262		PMM1614			1 out of 5		Repeat (1)										WP_011133241.1;
Q7V3K5	Q7V3K5_PROMP	unreviewed	Cysteine desulfurase (EC 2.8.1.7)	PMM0070	pmm:PMM0070;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	425		PMM0070			2 out of 5		Domain (1)	GO:0006534; GO:0016829; GO:0030170; GO:0031071	cysteine metabolic process [GO:0006534]		cysteine desulfurase activity [GO:0031071]; lyase activity [GO:0016829]; pyridoxal phosphate binding [GO:0030170]						WP_011131708.1;
B9ER43	B9ER43_PROMP	unreviewed	Uncharacterized protein	PMM2067	pmm:PMM2067;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	54		PMM2067			1 out of 5		Transmembrane (1)	GO:0016021		integral component of membrane [GO:0016021]							
Q7V0Y5	Q7V0Y5_PROMP	unreviewed	Uncharacterized protein	PMM1109	pmm:PMM1109;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	187		PMM1109			1 out of 5												
Q7V2K4	Q7V2K4_PROMP	unreviewed	Putative Na+/H+ antiporter, CPA1 family	PMM0472	pmm:PMM0472;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	399		PMM0472			1 out of 5		Domain (1); Transmembrane (10)	GO:0015299; GO:0016021		integral component of membrane [GO:0016021]	solute:proton antiporter activity [GO:0015299]						WP_011132108.1;
Q7V0V2	Q7V0V2_PROMP	unreviewed	Thioredoxin reductase (EC 1.8.1.9)	PMM1150	pmm:PMM1150;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	458		PMM1150			2 out of 5		Domain (1)	GO:0004791; GO:0005737; GO:0019430	removal of superoxide radicals [GO:0019430]	cytoplasm [GO:0005737]	thioredoxin-disulfide reductase activity [GO:0004791]						WP_011132783.1;
Q7V1Q5	Q7V1Q5_PROMP	unreviewed	NAD(P)-bd_dom domain-containing protein	ycf39 PMM0801	pmm:PMM0801;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	219		PMM0801	ycf39		1 out of 5		Domain (1)										WP_011132435.1;
Q7V317	Q7V317_PROMP	unreviewed	Phosphotransferase superclass (EC 5.4.2.-)	PMM0278	pmm:PMM0278;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	486		PMM0278			1 out of 5		Domain (4)	GO:0005975; GO:0016740; GO:0016868; GO:0046872	carbohydrate metabolic process [GO:0005975]		intramolecular transferase activity, phosphotransferases [GO:0016868]; metal ion binding [GO:0046872]; transferase activity [GO:0016740]						WP_011131915.1;
Q7V2V4	Q7V2V4_PROMP	unreviewed	DUF1330 domain-containing protein	PMM0355	pmm:PMM0355;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	113		PMM0355			1 out of 5		Domain (1)										WP_011131992.1;
Q7V045	Q7V045_PROMP	unreviewed	Uncharacterized protein	PMM1443	pmm:PMM1443;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	325		PMM1443			1 out of 5		Domain (2); Transmembrane (3)	GO:0016021		integral component of membrane [GO:0016021]							WP_011133072.1;
A8WI65	A8WI65_PROMP	unreviewed	Uncharacterized protein	PMM1848	pmm:PMM1848;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	64		PMM1848			1 out of 5												
A8WI45	A8WI45_PROMP	unreviewed	Uncharacterized protein	PMM1832	pmm:PMM1832;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	52		PMM1832			1 out of 5		Compositional bias (1); Region (1)										
B9ER28	B9ER28_PROMP	unreviewed	Uncharacterized protein	PMM2033	pmm:PMM2033;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	29		PMM2033			1 out of 5		Transmembrane (1)	GO:0016021		integral component of membrane [GO:0016021]							
Q7V2A5	Q7V2A5_PROMP	unreviewed	Putative type II alternative sigma factor, sigma70 family	PMM0577	pmm:PMM0577;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	307		PMM0577			1 out of 5		Domain (4)	GO:0003677; GO:0006352; GO:0016987	DNA-templated transcription, initiation [GO:0006352]		DNA binding [GO:0003677]; sigma factor activity [GO:0016987]						WP_011132211.1;
Q7V302	Q7V302_PROMP	unreviewed	Probable rubredoxin	rub PMM0295	pmm:PMM0295;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	142		PMM0295	rub		1 out of 5		Domain (1); Region (1); Transmembrane (1)	GO:0005506; GO:0016021		integral component of membrane [GO:0016021]	iron ion binding [GO:0005506]						WP_011131932.1;
Q7V1Y1	Q7V1Y1_PROMP	unreviewed	Bacterial regulatory proteins, ArsR family	PMM0714	pmm:PMM0714;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	126		PMM0714			1 out of 5		Domain (1)	GO:0003700			DNA-binding transcription factor activity [GO:0003700]						
Q7V1Q0	Q7V1Q0_PROMP	unreviewed	Possible ABC transporter component, ATP-binding domain	PMM0807	pmm:PMM0807;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	268		PMM0807			1 out of 5		Domain (1); Nucleotide binding (1)	GO:0005524			ATP binding [GO:0005524]						WP_011132441.1;
Q7TU16	Q7TU16_PROMP	unreviewed	DNA repair protein RecN (Recombination protein N)	recN PMM1713	pmm:PMM1713;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	559		PMM1713	recN		2 out of 5		Coiled coil (2); Domain (1)	GO:0005524; GO:0006281; GO:0006310	DNA recombination [GO:0006310]; DNA repair [GO:0006281]		ATP binding [GO:0005524]						WP_011133340.1;
Q7V1C2	Q7V1C2_PROMP	unreviewed	Possible GRAM domain	PMM0957	pmm:PMM0957;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	92		PMM0957			1 out of 5												WP_011132590.1;
Q7V0K3	Q7V0K3_PROMP	unreviewed	Possible methyltransferase	PMM1253	pmm:PMM1253;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	213		PMM1253			1 out of 5		Domain (1)	GO:0008168; GO:0032259	methylation [GO:0032259]		methyltransferase activity [GO:0008168]						
B9ER34	B9ER34_PROMP	unreviewed	Uncharacterized protein	PMM2055	pmm:PMM2055;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	63		PMM2055			1 out of 5		Transmembrane (1)	GO:0016021		integral component of membrane [GO:0016021]							
Q7V1K4	Q7V1K4_PROMP	unreviewed	Putative tRNA (cytidine(34)-2'-O)-methyltransferase (EC 2.1.1.207) (tRNA (cytidine/uridine-2'-O-)-methyltransferase)	PMM0862	pmm:PMM0862;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	160		PMM0862			2 out of 5	CAUTION: Lacks conserved residue(s) required for the propagation of feature annotation. {ECO:0000256|HAMAP-Rule:MF_01885}.	Binding site (3); Domain (1)	GO:0003723; GO:0005737; GO:0008175; GO:0008757		cytoplasm [GO:0005737]	RNA binding [GO:0003723]; S-adenosylmethionine-dependent methyltransferase activity [GO:0008757]; tRNA methyltransferase activity [GO:0008175]						WP_011132496.1;
Q7TU47	Q7TU47_PROMP	unreviewed	Possible Voltage gated chloride channel	PMM1418	pmm:PMM1418;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	132		PMM1418			1 out of 5												WP_011133047.1;
Q7V169	Q7V169_PROMP	unreviewed	Mrr_cat domain-containing protein	PMM1014	pmm:PMM1014;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	290		PMM1014			1 out of 5		Domain (1); Transmembrane (1)	GO:0003677; GO:0004519; GO:0009307; GO:0016021	DNA restriction-modification system [GO:0009307]	integral component of membrane [GO:0016021]	DNA binding [GO:0003677]; endonuclease activity [GO:0004519]						WP_011132646.1;
Q7UZH1	Q7UZH1_PROMP	unreviewed	Multidrug efflux transporter, MFS family	PMM1695	pmm:PMM1695;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	416		PMM1695			1 out of 5		Domain (1); Transmembrane (8)	GO:0016021; GO:0022857		integral component of membrane [GO:0016021]	transmembrane transporter activity [GO:0022857]						WP_011133322.1;
Q7V3L8	Q7V3L8_PROMP	unreviewed	Chromosome partition protein Smc	smc PMM0057	pmm:PMM0057;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	1194		PMM0057	smc		3 out of 5		Coiled coil (6); Domain (1); Nucleotide binding (1)	GO:0003677; GO:0005524; GO:0005694; GO:0005737; GO:0006260; GO:0007062; GO:0016887; GO:0030261	chromosome condensation [GO:0030261]; DNA replication [GO:0006260]; sister chromatid cohesion [GO:0007062]	chromosome [GO:0005694]; cytoplasm [GO:0005737]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]						
Q7UZU0	Q7UZU0_PROMP	unreviewed	Prephenate dehydrogenase (EC 1.3.1.12)	PMM1565	pmm:PMM1565;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	279		PMM1565			1 out of 5		Coiled coil (1); Domain (1)	GO:0004665; GO:0006571; GO:0008977	tyrosine biosynthetic process [GO:0006571]		prephenate dehydrogenase (NAD+) activity [GO:0008977]; prephenate dehydrogenase (NADP+) activity [GO:0004665]						WP_011133193.1;
Q7V2N0	Q7V2N0_PROMP	unreviewed	Cytochrome c oxidase subunit 1 (EC 7.1.1.9)	ctaD (coxA) PMM0445	pmm:PMM0445;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	541	PATHWAY: Energy metabolism; oxidative phosphorylation. {ECO:0000256|ARBA:ARBA00004673, ECO:0000256|RuleBase:RU363061}.	PMM0445	ctaD (coxA)		3 out of 5		Domain (1); Transmembrane (12)	GO:0004129; GO:0005886; GO:0006119; GO:0015990; GO:0016021; GO:0020037; GO:0046872; GO:0070469	electron transport coupled proton transport [GO:0015990]; oxidative phosphorylation [GO:0006119]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; respirasome [GO:0070469]	cytochrome-c oxidase activity [GO:0004129]; heme binding [GO:0020037]; metal ion binding [GO:0046872]						WP_011132081.1;
Q7V3L6	Q7V3L6_PROMP	unreviewed	Lipid-A-disaccharide synthase (EC 2.4.1.182)	PMM0059	pmm:PMM0059;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	429	PATHWAY: Glycolipid biosynthesis; lipid IV(A) biosynthesis; lipid IV(A) from (3R)-3-hydroxytetradecanoyl-[acyl-carrier-protein] and UDP-N-acetyl-alpha-D-glucosamine: step 5/6. {ECO:0000256|ARBA:ARBA00004901}.	PMM0059			2 out of 5			GO:0008915; GO:0009245	lipid A biosynthetic process [GO:0009245]		lipid-A-disaccharide synthase activity [GO:0008915]						WP_011131697.1;
Q7V0M4	Q7V0M4_PROMP	unreviewed	Methyltransferase	PMM1232	pmm:PMM1232;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	418		PMM1232			1 out of 5		Domain (2)	GO:0008168; GO:0032259	methylation [GO:0032259]		methyltransferase activity [GO:0008168]						WP_011132866.1;
Q7V2P9	Q7V2P9_PROMP	unreviewed	Uncharacterized protein	PMM0423	pmm:PMM0423;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	130		PMM0423			1 out of 5			GO:0015035			protein-disulfide reductase activity [GO:0015035]						WP_011132059.1;
Q7V2K2	Q7V2K2_PROMP	unreviewed	Uncharacterized protein	PMM0474	pmm:PMM0474;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	62		PMM0474			1 out of 5												WP_006043540.1;
Q7V2Y1	Q7V2Y1_PROMP	unreviewed	YrdC-like domain-containing protein	PMM0319	pmm:PMM0319;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	194		PMM0319			1 out of 5		Domain (1)	GO:0003725			double-stranded RNA binding [GO:0003725]						WP_011131956.1;
Q7V074	Q7V074_PROMP	unreviewed	Uncharacterized protein	PMM1406	pmm:PMM1406;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	123		PMM1406			1 out of 5		Chain (1); Signal peptide (1)					SIGNAL 1..19;  /evidence="ECO:0000256|SAM:SignalP"					WP_011133035.1;
Q7V2F1	Q7V2F1_PROMP	unreviewed	Uncharacterized protein	PMM0529	pmm:PMM0529;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	301		PMM0529			1 out of 5			GO:0003723			RNA binding [GO:0003723]						WP_011132164.1;
Q7V000	Q7V000_PROMP	unreviewed	YlxR domain-containing protein	PMM1493	pmm:PMM1493;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	86		PMM1493			1 out of 5		Domain (1)										
Q7UZJ3	Q7UZJ3_PROMP	unreviewed	Uncharacterized protein	PMM1671	pmm:PMM1671;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	235		PMM1671			1 out of 5												WP_011133298.1;
Q7V321	Q7V321_PROMP	unreviewed	CBS domain-containing protein	PMM0274	pmm:PMM0274;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	422		PMM0274			1 out of 5		Domain (1); Transmembrane (2)	GO:0016021; GO:0050660		integral component of membrane [GO:0016021]	flavin adenine dinucleotide binding [GO:0050660]						WP_011131911.1;
Q7UZU5	Q7UZU5_PROMP	unreviewed	4Fe-4S ferredoxin-type domain-containing protein	PMM1560	pmm:PMM1560;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	336		PMM1560			1 out of 5		Domain (1)	GO:0046872; GO:0051536			iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]						WP_011133188.1;
Q7V0R1	Q7V0R1_PROMP	unreviewed	Uncharacterized protein	PMM1195	pmm:PMM1195;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	218		PMM1195			1 out of 5												WP_011132829.1;
B9ER47	B9ER47_PROMP	unreviewed	Uncharacterized protein	PMM2075	pmm:PMM2075;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	34		PMM2075			1 out of 5												
Q7V116	Q7V116_PROMP	unreviewed	Glucose-6-phosphate 1-dehydrogenase (G6PD) (EC 1.1.1.49)	zwf PMM1074	pmm:PMM1074;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	507	PATHWAY: Carbohydrate degradation; pentose phosphate pathway; D-ribulose 5-phosphate from D-glucose 6-phosphate (oxidative stage): step 1/3. {ECO:0000256|HAMAP-Rule:MF_00966}.	PMM1074	zwf		3 out of 5	CAUTION: Lacks conserved residue(s) required for the propagation of feature annotation. {ECO:0000256|HAMAP-Rule:MF_00966}.	Active site (1); Binding site (7); Domain (2); Nucleotide binding (1)	GO:0004345; GO:0006006; GO:0006098; GO:0050661	glucose metabolic process [GO:0006006]; pentose-phosphate shunt [GO:0006098]		glucose-6-phosphate dehydrogenase activity [GO:0004345]; NADP binding [GO:0050661]						WP_011132707.1;
Q7V1D8	Q7V1D8_PROMP	unreviewed	Putative SOS mutagenesis protein UmuD (EC 3.4.21.-)	PMM0936	pmm:PMM0936;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	128		PMM0936			1 out of 5		Domain (1)	GO:0003677; GO:0006281; GO:0006355; GO:0009432; GO:0016787	DNA repair [GO:0006281]; regulation of transcription, DNA-templated [GO:0006355]; SOS response [GO:0009432]		DNA binding [GO:0003677]; hydrolase activity [GO:0016787]						
Q7V374	Q7V374_PROMP	unreviewed	FAD-dependent pyridine nucleotide-disulphide oxidoreductase (EC 1.6.4.5)	trxB PMM0211	pmm:PMM0211;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	318		PMM0211	trxB		1 out of 5		Domain (1)	GO:0016491			oxidoreductase activity [GO:0016491]						WP_011131850.1;
Q7UZM8	Q7UZM8_PROMP	unreviewed	Magnesium transporter MgtE	PMM1630	pmm:PMM1630;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	469		PMM1630			2 out of 5		Domain (2); Transmembrane (5)	GO:0005886; GO:0015095; GO:0016021; GO:0046872		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	magnesium ion transmembrane transporter activity [GO:0015095]; metal ion binding [GO:0046872]						WP_011133257.1;
Q7V3M4	Q7V3M4_PROMP	unreviewed	CbiA domain-containing protein	PMM0051	pmm:PMM0051;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	223		PMM0051			1 out of 5		Domain (1)										WP_011131689.1;
Q7V0F9	Q7V0F9_PROMP	unreviewed	FAD-binding PCMH-type domain-containing protein	PMM1303	pmm:PMM1303;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	451		PMM1303			1 out of 5		Domain (1)	GO:0016491; GO:0071949			FAD binding [GO:0071949]; oxidoreductase activity [GO:0016491]						WP_011132937.1;
Q7V099	Q7V099_PROMP	unreviewed	Uncharacterized protein	PMM1370	pmm:PMM1370;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	414		PMM1370			1 out of 5		Coiled coil (1)										WP_011133004.1;
Q7V1E6	Q7V1E6_PROMP	unreviewed	Protein-export membrane protein SecF	secF PMM0928	pmm:PMM0928;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	305		PMM0928	secF		3 out of 5	CAUTION: Lacks conserved residue(s) required for the propagation of feature annotation. {ECO:0000256|HAMAP-Rule:MF_01464}.	Transmembrane (5)	GO:0005886; GO:0006605; GO:0015450; GO:0016021; GO:0043952; GO:0065002	intracellular protein transmembrane transport [GO:0065002]; protein targeting [GO:0006605]; protein transport by the Sec complex [GO:0043952]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	protein-transporting ATPase activity [GO:0015450]						WP_011132561.1;
B9ER41	B9ER41_PROMP	unreviewed	Uncharacterized protein	PMM2036	pmm:PMM2036;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	50		PMM2036			1 out of 5												
Q7TU49	Q7TU49_PROMP	unreviewed	Possible Rubredoxin	PMM1409	pmm:PMM1409;	Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4)	106		PMM1409			1 out of 5												WP_011133038.1;
