"locus_tag","type","gene","gene_biotype","old_locus_tag","product","protein_id"
"ACZ81_RS09700","gene",NA,"protein_coding","ACZ81_09690","Trm112 family protein","WP_014949430.1"
"ACZ81_RS09705","gene","kdsB","protein_coding","ACZ81_09695","3-deoxy-manno-octulosonate cytidylyltransferase","WP_061485850.1"
"ACZ81_RS09710","gene",NA,"protein_coding","ACZ81_09700","SDR family oxidoreductase","WP_014949432.1"
"ACZ81_RS09715","gene",NA,"protein_coding","ACZ81_09705","transporter substrate-binding domain-containing protein","WP_014949433.1"
"ACZ81_RS09720","gene","rimO","protein_coding","ACZ81_09710","30S ribosomal protein S12 methylthiotransferase RimO","WP_061485851.1"
"ACZ81_RS09725","gene",NA,"protein_coding","ACZ81_09715","DUF2919 domain-containing protein","WP_061485852.1"
"ACZ81_RS09730","gene",NA,"protein_coding","ACZ81_09720","hypothetical protein","WP_014949436.1"
"ACZ81_RS09735","gene","tcdA","protein_coding","ACZ81_09725","tRNA cyclic N6-threonylcarbamoyladenosine(37) synthase TcdA","WP_049587860.1"
"ACZ81_RS09740","gene",NA,"protein_coding","ACZ81_09730","glutathione S-transferase family protein","WP_061485853.1"
"ACZ81_RS09745","gene",NA,"protein_coding","ACZ81_09735","pirin family protein","WP_061485854.1"
"ACZ81_RS09750","gene",NA,"protein_coding","ACZ81_09740","GNAT family N-acetyltransferase","WP_061485855.1"
"ACZ81_RS09755","gene",NA,"protein_coding","ACZ81_09745","phosphomannomutase/phosphoglucomutase","WP_061485856.1"
"ACZ81_RS09765","gene",NA,"protein_coding","ACZ81_09755","DUF3429 domain-containing protein","WP_014949443.1"
"ACZ81_RS09770","gene",NA,"protein_coding","ACZ81_09760","citrate synthase","WP_014949444.1"
"ACZ81_RS09775","gene","sdhC","protein_coding","ACZ81_09765","succinate dehydrogenase%2C cytochrome b556 subunit","WP_014949445.1"
"ACZ81_RS09780","gene","sdhD","protein_coding","ACZ81_09770","succinate dehydrogenase%2C hydrophobic membrane anchor protein","WP_014949446.1"
"ACZ81_RS09785","gene","sdhA","protein_coding","ACZ81_09775","succinate dehydrogenase flavoprotein subunit","WP_014949447.1"
"ACZ81_RS09790","gene",NA,"protein_coding","ACZ81_09780","succinate dehydrogenase iron-sulfur subunit","WP_012518362.1"
"ACZ81_RS09795","gene","sucA","protein_coding","ACZ81_09785","2-oxoglutarate dehydrogenase E1 component","WP_061485858.1"
"ACZ81_RS09800","gene","odhB","protein_coding","ACZ81_09790","2-oxoglutarate dehydrogenase complex dihydrolipoyllysine-residue succinyltransferase","WP_061485859.1"
"ACZ81_RS09805","gene","sucC","protein_coding","ACZ81_09795","ADP-forming succinate--CoA ligase subunit beta","WP_014949450.1"
"ACZ81_RS09810","gene","sucD","protein_coding","ACZ81_09800","succinate--CoA ligase subunit alpha","WP_012518366.1"
"ACZ81_RS21350","gene",NA,"protein_coding","ACZ81_09805","hypothetical protein","WP_168463716.1"
"ACZ81_RS09820","gene","ltrA","protein_coding","ACZ81_09810","group II intron reverse transcriptase/maturase","WP_061485860.1"
"ACZ81_RS09825","gene",NA,"protein_coding","ACZ81_09815","TonB-dependent receptor","WP_061485861.1"
"ACZ81_RS09830","gene",NA,"protein_coding","ACZ81_09820","tryptophan 7-halogenase","WP_014949452.1"
"ACZ81_RS09835","gene",NA,"protein_coding","ACZ81_09825","TonB-dependent receptor","WP_061485862.1"
"ACZ81_RS09840","gene",NA,"protein_coding","ACZ81_09830","DUF3372 domain-containing protein","WP_061486969.1"
"ACZ81_RS09845","gene",NA,"protein_coding","ACZ81_09835","patatin family protein","WP_014949455.1"
"ACZ81_RS09850","gene",NA,"protein_coding","ACZ81_09840","RNA methyltransferase","WP_207198495.1"
"ACZ81_RS09855","gene",NA,"protein_coding","ACZ81_09845","PEP-CTERM/exosortase system-associated acyltransferase","WP_061485863.1"
"ACZ81_RS09860","gene",NA,"protein_coding","ACZ81_09850","alpha-amylase family protein","WP_061485864.1"
"ACZ81_RS09865","gene",NA,"protein_coding","ACZ81_09855","glycoside hydrolase family 13 protein","WP_061485865.1"
"ACZ81_RS09870","gene",NA,"protein_coding","ACZ81_09860","MFS transporter","WP_049588619.1"
"ACZ81_RS09875","gene",NA,"protein_coding","ACZ81_09865","cyclomaltodextrin glucanotransferase","WP_061485866.1"
"ACZ81_RS09880","gene",NA,"protein_coding","ACZ81_09870","LacI family DNA-binding transcriptional regulator","WP_014949462.1"
"ACZ81_RS09885","gene","glnS","protein_coding","ACZ81_09875","glutamine--tRNA ligase","WP_014976547.1"
"ACZ81_RS09890","gene",NA,"protein_coding","ACZ81_09880","YciK family oxidoreductase","WP_014976548.1"
"ACZ81_RS09895","gene",NA,"protein_coding","ACZ81_09885","hypothetical protein","WP_039227766.1"
"ACZ81_RS09900","gene","ltrA","protein_coding","ACZ81_09890","group II intron reverse transcriptase/maturase","WP_061439600.1"
"ACZ81_RS09905","gene",NA,"protein_coding","ACZ81_09895","acylase","WP_061485867.1"
"ACZ81_RS09910","gene","sohB","protein_coding","ACZ81_09900","protease SohB","WP_061485868.1"
"ACZ81_RS09915","gene",NA,"protein_coding","ACZ81_09905","TetR family transcriptional regulator","WP_014949468.1"
"ACZ81_RS09920","gene",NA,"protein_coding","ACZ81_09910","hypothetical protein","WP_061485869.1"
"ACZ81_RS09925","gene",NA,"protein_coding","ACZ81_09915","Nif3-like dinuclear metal center hexameric protein","WP_187446631.1"
"ACZ81_RS09930","gene",NA,"protein_coding","ACZ81_09920","methyltransferase","WP_039232909.1"
"ACZ81_RS09935","gene",NA,"protein_coding","ACZ81_09925","2-hydroxyacid dehydrogenase","WP_061485871.1"
"ACZ81_RS09940","gene",NA,"protein_coding","ACZ81_09930","glutathione peroxidase","WP_061485872.1"
"ACZ81_RS09945","gene",NA,"protein_coding","ACZ81_09935","NAD(P)-dependent oxidoreductase","WP_061485873.1"
"ACZ81_RS09950","gene",NA,"protein_coding","ACZ81_09940","response regulator","WP_061485874.1"
"ACZ81_RS09955","gene",NA,"protein_coding","ACZ81_09945","acyl-CoA dehydrogenase family protein","WP_061485875.1"
"ACZ81_RS09960","gene",NA,"protein_coding","ACZ81_09950","enoyl-CoA hydratase/isomerase family protein","WP_061485876.1"
"ACZ81_RS09965","gene",NA,"protein_coding","ACZ81_09955","methyltransferase domain-containing protein","WP_061485877.1"
"ACZ81_RS09970","gene",NA,"protein_coding","ACZ81_09960","DUF3413 domain-containing protein","WP_061485878.1"
"ACZ81_RS09975","gene",NA,"protein_coding","ACZ81_09965","DUF1414 domain-containing protein","WP_014949499.1"
"ACZ81_RS09980","gene","yejK","protein_coding","ACZ81_09970","nucleoid-associated protein YejK","WP_061485879.1"
"ACZ81_RS09985","gene",NA,"protein_coding","ACZ81_09975","6-carboxytetrahydropterin synthase","WP_014949501.1"
"ACZ81_RS09990","gene",NA,"protein_coding","ACZ81_09980","M23 family metallopeptidase","WP_061485880.1"
"ACZ81_RS09995","gene",NA,"protein_coding","ACZ81_09985","PDZ domain-containing protein","WP_061485881.1"
"ACZ81_RS10000","gene",NA,"protein_coding","ACZ81_09990","flagellar brake protein","WP_014949504.1"
"ACZ81_RS10005","gene",NA,"protein_coding","ACZ81_09995","DUF962 domain-containing protein","WP_061485882.1"
"ACZ81_RS10010","gene",NA,"protein_coding","ACZ81_10000","histidine kinase","WP_014949506.1"
"ACZ81_RS10015","gene",NA,"protein_coding","ACZ81_10005","LytTR family DNA-binding domain-containing protein","WP_061485883.1"
"ACZ81_RS10020","gene",NA,"protein_coding","ACZ81_10010","ATP-dependent 6-phosphofructokinase","WP_014949508.1"
"ACZ81_RS10025","gene",NA,"protein_coding","ACZ81_10015","DUF6279 family lipoprotein","WP_039227740.1"
"ACZ81_RS10030","gene",NA,"protein_coding","ACZ81_10020","hypothetical protein","WP_039227739.1"
"ACZ81_RS10035","gene",NA,"protein_coding","ACZ81_10025","response regulator","WP_061485884.1"
"ACZ81_RS10040","gene",NA,"protein_coding","ACZ81_10030","fumarate reductase","WP_061485885.1"
"ACZ81_RS10045","gene",NA,"protein_coding","ACZ81_10035","rhodanese-related sulfurtransferase","WP_014949513.1"
"ACZ81_RS10050","gene",NA,"protein_coding","ACZ81_10040","EF-hand domain-containing protein","WP_039220280.1"
"ACZ81_RS10055","gene",NA,"protein_coding","ACZ81_10045","helix-turn-helix domain-containing protein","WP_061485886.1"
"ACZ81_RS10060","gene",NA,"protein_coding","ACZ81_10050","type II toxin-antitoxin system RelE/ParE family toxin","WP_061485887.1"
"ACZ81_RS10065","gene",NA,"protein_coding","ACZ81_10055","hypothetical protein","WP_061485888.1"
"ACZ81_RS10070","gene",NA,"protein_coding","ACZ81_10060","hypothetical protein","WP_061485889.1"
"ACZ81_RS10075","gene",NA,"protein_coding","ACZ81_10065","hypothetical protein","WP_061486970.1"
"ACZ81_RS10080","gene",NA,"protein_coding","ACZ81_10070","DEAD/DEAH box helicase","WP_061485890.1"
"ACZ81_RS10085","gene",NA,"protein_coding","ACZ81_10075","CoA transferase subunit B","WP_061485891.1"
"ACZ81_RS10090","gene",NA,"protein_coding","ACZ81_10080","CoA transferase subunit A","WP_061485892.1"
"ACZ81_RS10095","gene",NA,"protein_coding","ACZ81_10085","LysR family transcriptional regulator","WP_014949521.1"
"ACZ81_RS10100","gene",NA,"protein_coding","ACZ81_10090","hypothetical protein","WP_061485893.1"
"ACZ81_RS10105","gene",NA,"protein_coding","ACZ81_10095","HAMP domain-containing histidine kinase","WP_014976578.1"
"ACZ81_RS10110","gene","cysB","protein_coding","ACZ81_10100","HTH-type transcriptional regulator CysB","WP_014949524.1"
"ACZ81_RS10115","gene",NA,"protein_coding","ACZ81_10105","L-serine ammonia-lyase","WP_061485894.1"
"ACZ81_RS10120","gene",NA,"protein_coding","ACZ81_10110","CoA pyrophosphatase","WP_014949526.1"
"ACZ81_RS10125","gene","pabB","protein_coding","ACZ81_10115","aminodeoxychorismate synthase component I","WP_061485895.1"
"ACZ81_RS10130","gene",NA,"protein_coding","ACZ81_10120","fumarate hydratase","WP_014949528.1"
"ACZ81_RS10135","gene","rmuC","protein_coding","ACZ81_10125","DNA recombination protein RmuC","WP_061485896.1"
"ACZ81_RS21500","gene",NA,"protein_coding",NA,"Ig-like domain-containing protein","WP_231506605.1"
"ACZ81_RS21505","pseudogene",NA,"pseudogene",NA,"S8 family serine peptidase",NA
"ACZ81_RS21510","pseudogene",NA,"pseudogene",NA,"hypothetical protein",NA
"ACZ81_RS10145","gene",NA,"protein_coding","ACZ81_10135","thiamine pyrophosphate-dependent dehydrogenase E1 component subunit alpha","WP_014976583.1"
"ACZ81_RS10150","gene",NA,"protein_coding","ACZ81_10140","alpha-ketoacid dehydrogenase subunit beta","WP_061485898.1"
"ACZ81_RS10155","gene",NA,"protein_coding","ACZ81_10145","dihydrolipoyllysine-residue acetyltransferase","WP_061485899.1"
"ACZ81_RS10160","gene","rlmJ","protein_coding","ACZ81_10150","23S rRNA (adenine(2030)-N(6))-methyltransferase RlmJ","WP_061485900.1"
"ACZ81_RS10165","gene",NA,"protein_coding","ACZ81_10155","phosphotransferase","WP_039227720.1"
"ACZ81_RS10170","gene","tesB","protein_coding","ACZ81_10160","acyl-CoA thioesterase II","WP_014949536.1"
"ACZ81_RS10175","gene",NA,"protein_coding","ACZ81_10165","gamma carbonic anhydrase family protein","WP_014979334.1"
"ACZ81_RS10180","gene",NA,"protein_coding","ACZ81_10170","alanine--glyoxylate aminotransferase family protein","WP_232375932.1"
"ACZ81_RS10185","gene",NA,"protein_coding","ACZ81_10175","SIMPL domain-containing protein","WP_061485902.1"
"ACZ81_RS10190","gene",NA,"protein_coding","ACZ81_10180","GAF domain-containing protein","WP_014949540.1"
"ACZ81_RS10195","gene",NA,"protein_coding","ACZ81_10185","hypothetical protein","WP_014949541.1"
"ACZ81_RS10200","gene","proQ","protein_coding","ACZ81_10190","RNA chaperone ProQ","WP_014949542.1"
"ACZ81_RS10205","gene","prc","protein_coding","ACZ81_10195","carboxy terminal-processing peptidase","WP_014949543.1"
"ACZ81_RS10210","gene",NA,"protein_coding","ACZ81_10200","sodium-dependent transporter","WP_014949544.1"
"ACZ81_RS10215","gene","nhaC","protein_coding","ACZ81_10205","Na+/H+ antiporter NhaC","WP_014979337.1"
"ACZ81_RS10220","gene","pepN","protein_coding","ACZ81_10210","aminopeptidase N","WP_061485903.1"
"ACZ81_RS21515","gene",NA,"protein_coding",NA,"DUF2835 family protein","WP_014976595.1"
"ACZ81_RS10230","gene",NA,"protein_coding","ACZ81_10220","DUF1302 domain-containing protein","WP_014949548.1"
"ACZ81_RS10235","gene",NA,"protein_coding","ACZ81_10225","DUF1329 domain-containing protein","WP_014949549.1"
"ACZ81_RS10240","gene",NA,"protein_coding","ACZ81_10230","YCF48-related protein","WP_061485904.1"
"ACZ81_RS10245","gene",NA,"protein_coding","ACZ81_10235","MMPL family transporter","WP_061485905.1"
"ACZ81_RS10250","gene",NA,"protein_coding","ACZ81_10240","NAD-glutamate dehydrogenase","WP_014949552.1"
"ACZ81_RS10255","gene","pyrD","protein_coding","ACZ81_10245","quinone-dependent dihydroorotate dehydrogenase","WP_061485906.1"
"ACZ81_RS10260","gene","rlmKL","protein_coding","ACZ81_10250","bifunctional 23S rRNA (guanine(2069)-N(7))-methyltransferase RlmK/23S rRNA (guanine(2445)-N(2))-methyltransferase RlmL","WP_061485907.1"
"ACZ81_RS10265","gene",NA,"protein_coding","ACZ81_10255","glutaredoxin family protein","WP_061485908.1"
"ACZ81_RS10270","gene",NA,"protein_coding","ACZ81_10260","ABC transporter ATP-binding protein","WP_061485909.1"
"ACZ81_RS10275","gene",NA,"protein_coding","ACZ81_10265","DUF3466 family protein","WP_014949557.1"
"ACZ81_RS10280","gene","rmf","protein_coding","ACZ81_10270","ribosome modulation factor","WP_014949558.1"
"ACZ81_RS10285","gene","fabA","protein_coding","ACZ81_10275","bifunctional 3-hydroxydecanoyl-ACP dehydratase/trans-2-decenoyl-ACP isomerase","WP_014949559.1"
"ACZ81_RS10290","gene",NA,"protein_coding","ACZ81_10280","hypothetical protein","WP_014976601.1"
"ACZ81_RS10295","gene",NA,"protein_coding","ACZ81_10285","FAD-binding domain-containing protein","WP_232375933.1"
"ACZ81_RS21520","gene",NA,"protein_coding",NA,"deoxyribodipyrimidine photo-lyase","WP_232375934.1"
"ACZ81_RS10300","gene",NA,"protein_coding","ACZ81_10290","DASH family cryptochrome","WP_061485910.1"
"ACZ81_RS10305","gene",NA,"protein_coding","ACZ81_10295","DNA photolyase family protein","WP_061485911.1"
"ACZ81_RS10310","gene",NA,"protein_coding","ACZ81_10300","cryptochrome/photolyase family protein","WP_061485912.1"
"ACZ81_RS20875","gene",NA,"protein_coding",NA,"DUF2256 domain-containing protein","WP_014998419.1"
"ACZ81_RS10315","gene",NA,"protein_coding","ACZ81_10305","DUF2254 domain-containing protein","WP_061485913.1"
"ACZ81_RS10320","gene",NA,"protein_coding","ACZ81_10310","MBL fold metallo-hydrolase","WP_061485914.1"
"ACZ81_RS10325","pseudogene",NA,"pseudogene","ACZ81_10315","site-specific integrase",NA
"ACZ81_RS10330","gene",NA,"protein_coding","ACZ81_10320","hypothetical protein","WP_014949580.1"
"ACZ81_RS10335","gene",NA,"protein_coding","ACZ81_10325","diacylglycerol kinase","WP_014976618.1"
"ACZ81_RS10340","gene",NA,"protein_coding","ACZ81_10330","universal stress protein","WP_014949582.1"
"ACZ81_RS10345","gene",NA,"protein_coding","ACZ81_10335","c-type cytochrome","WP_014949583.1"
"ACZ81_RS10350","gene",NA,"protein_coding","ACZ81_10340","FMN-binding glutamate synthase family protein","WP_039227671.1"
"ACZ81_RS10355","gene",NA,"protein_coding","ACZ81_10345","cation:proton antiporter","WP_061485915.1"
"ACZ81_RS10360","gene","bfr","protein_coding","ACZ81_10350","bacterioferritin","WP_014949586.1"
"ACZ81_RS10365","gene","bfr","protein_coding","ACZ81_10355","bacterioferritin","WP_014949587.1"
"ACZ81_RS10370","gene",NA,"protein_coding","ACZ81_10360","hypothetical protein","WP_230598801.1"
"ACZ81_RS10375","gene","ccoN","protein_coding","ACZ81_10365","cytochrome-c oxidase%2C cbb3-type subunit I","WP_014949589.1"
"ACZ81_RS10380","gene","ccoO","protein_coding","ACZ81_10370","cytochrome-c oxidase%2C cbb3-type subunit II","WP_014949590.1"
"ACZ81_RS10385","gene",NA,"protein_coding","ACZ81_10375","cbb3-type cytochrome c oxidase subunit 3","WP_014949591.1"
"ACZ81_RS10390","gene","ccoP","protein_coding","ACZ81_10380","cytochrome-c oxidase%2C cbb3-type subunit III","WP_014949592.1"
"ACZ81_RS10395","gene",NA,"protein_coding","ACZ81_10385","FixH family protein","WP_061485916.1"
"ACZ81_RS10400","gene",NA,"protein_coding","ACZ81_10390","heavy metal translocating P-type ATPase","WP_061485917.1"
"ACZ81_RS10405","gene","ccoS","protein_coding","ACZ81_10395","cbb3-type cytochrome oxidase assembly protein CcoS","WP_014949594.1"
"ACZ81_RS10410","gene",NA,"protein_coding","ACZ81_10400","sulfite exporter TauE/SafE family protein","WP_061485918.1"
"ACZ81_RS10415","gene","fnr","protein_coding","ACZ81_10405","fumarate/nitrate reduction transcriptional regulator Fnr","WP_014949596.1"
"ACZ81_RS10420","gene","uspE","protein_coding","ACZ81_10410","universal stress protein UspE","WP_061485919.1"
"ACZ81_RS10425","gene","ttcA","protein_coding","ACZ81_10415","tRNA 2-thiocytidine(32) synthetase TtcA","WP_014949598.1"
"ACZ81_RS10430","gene",NA,"protein_coding","ACZ81_10420","patatin-like phospholipase family protein","WP_014979378.1"
"ACZ81_RS10435","gene",NA,"protein_coding","ACZ81_10425","DUF2987 domain-containing protein","WP_061485920.1"
"ACZ81_RS10440","gene",NA,"protein_coding","ACZ81_10430","glucosaminidase domain-containing protein","WP_014949601.1"
"ACZ81_RS10445","gene",NA,"protein_coding","ACZ81_10435","stress protein","WP_014949602.1"
"ACZ81_RS10450","gene",NA,"protein_coding","ACZ81_10440","LysE family transporter","WP_014949603.1"
"ACZ81_RS10455","gene","cobB","protein_coding","ACZ81_10445","NAD-dependent protein deacylase","WP_061485921.1"
"ACZ81_RS10460","gene",NA,"protein_coding","ACZ81_10450","sulfurtransferase","WP_061485922.1"
"ACZ81_RS10465","gene","tpx","protein_coding","ACZ81_10455","thiol peroxidase","WP_014949606.1"
"ACZ81_RS10470","gene",NA,"protein_coding","ACZ81_10460","DTW domain-containing protein","WP_014976631.1"
"ACZ81_RS10475","gene",NA,"tRNA","ACZ81_10465","tRNA-Leu",NA
"ACZ81_RS10480","gene",NA,"tRNA","ACZ81_10470","tRNA-Cys",NA
"ACZ81_RS10485","gene",NA,"tRNA","ACZ81_10475","tRNA-Gly",NA
"ACZ81_RS10490","gene","pgsA","protein_coding","ACZ81_10480","CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase","WP_014949608.1"
"ACZ81_RS10495","gene","uvrC","protein_coding","ACZ81_10485","excinuclease ABC subunit UvrC","WP_039227661.1"
"ACZ81_RS10500","gene","uvrY","protein_coding","ACZ81_10490","UvrY/SirA/GacA family response regulator transcription factor","WP_014949610.1"
"ACZ81_RS10505","gene",NA,"protein_coding","ACZ81_10495","pirin family protein","WP_061485923.1"
"ACZ81_RS10510","gene",NA,"protein_coding","ACZ81_10500","aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme","WP_061485924.1"
"ACZ81_RS10515","pseudogene","ovoA","pseudogene","ACZ81_10505","5-histidylcysteine sulfoxide synthase",NA
"ACZ81_RS10520","gene",NA,"protein_coding","ACZ81_10510","hypothetical protein","WP_014949614.1"
"ACZ81_RS10525","gene",NA,"tRNA","ACZ81_10515","tRNA-Ser",NA
"ACZ81_RS10530","gene",NA,"tRNA","ACZ81_10520","tRNA-Ser",NA
"ACZ81_RS10535","gene",NA,"protein_coding","ACZ81_10525","dioxygenase","WP_061485925.1"
"ACZ81_RS10540","gene",NA,"protein_coding","ACZ81_10530","DoxX family protein","WP_014949616.1"
"ACZ81_RS10545","gene",NA,"protein_coding","ACZ81_10535","LysR family transcriptional regulator","WP_061485926.1"
"ACZ81_RS10550","gene",NA,"protein_coding","ACZ81_10540","DUF3360 family protein","WP_061485927.1"
"ACZ81_RS10555","gene",NA,"tRNA","ACZ81_10545","tRNA-Ser",NA
